Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0075891	0	0	0	0	0	0
FBtr0301479	3137.056	1768.283	1551.318	3050.406	2008.332	1562.196
FBtr0304803	4944.611	769.485	609.101	5609.569	339.513	501.661
FBtr0301480	8434.859	3074.799	3295.628	6242.886	2112.899	1912.629
FBtr0304802	1647.114	359.542	411.856	709.101	222.238	240.653
FBtr0304801	1003.344	330.876	355.097	631.465	223.017	235.826
FBtr0071920	0	0	0	0	0	0
FBtr0082409	1	1	0	1	0	1
FBtr0081396	0	0	0	2	2	0
FBtr0070175	68.618	25.544	27.37	84.693	26.187	30.847
FBtr0079866	10.907	10.63	10.497	23.197	10.554	10.666
FBtr0345287	82.085	54.727	54.606	103.906	54.523	55.225
FBtr0335504	3266.462	1547.643	1846.897	3982.927	1435.924	1650.109
FBtr0075513	7	1	2	5	0	0
FBtr0345987	2.603	2.743	6.776	2.604	6.792	6.864
FBtr0303457	654.397	299.257	361.224	764.396	241.208	327.136
FBtr0082838	0	0	0	1	0	0
FBtr0081206	449.075	204	231	578	232	235.069
FBtr0081240	3	2	1	7	2	2
FBtr0299956	0	0	0	0	0	0
FBtr0091624	1	0	0	0	1	0
FBtr0331774	0.68	0	0	0	0	0.33
FBtr0100669	0.679	0	0	0	0	0.331
FBtr0078517	0.641	0	0	1	0	0.339
FBtr0078253	16.469	9.364	18.515	28.343	2.301	3.578
FBtr0078254	150.655	68.715	71.779	97.424	51.701	52.347
FBtr0078252	227.876	143.921	160.706	339.233	132.999	182.075
FBtr0340093	2840.231	1378.866	1543.575	2310.676	845.768	855.624
FBtr0070448	895.769	209.134	199.425	561.324	177.232	158.376
FBtr0302892	2	0	0	2	0	0
FBtr0302893	0	0	0	0	0	0
FBtr0334606	317.901	29.787	17.358	154.186	36.518	45.452
FBtr0100332	8.973	14.041	7.564	15.616	10.845	6.959
FBtr0100333	431.222	47.285	53.496	1027.909	26.11	56.662
FBtr0100331	168.243	33.935	40.654	152.626	19.352	21.447
FBtr0083264	52.788	201.943	280.736	145.618	203.331	221.411
FBtr0083265	1069.965	485.978	454.769	1444.308	704.01	531.35
FBtr0330041	53.47	52.047	106.261	291.429	50.203	55.619
FBtr0083262	1413.882	178.245	155.022	366.068	155.834	187.4
FBtr0305072	86.697	67.316	49.963	93.13	39.851	45.416
FBtr0305071	254.385	63.554	96.417	441.236	69.895	58.311
FBtr0083263	1390.359	201.764	253.112	1616.126	251.955	208.357
FBtr0301304	816.158	337.105	278.648	531.785	117.095	191.487
FBtr0077061	1	1	0.051	0.019	0.041	0
FBtr0076884	1088.02	128.067	146.66	296.216	164.901	147.227
FBtr0332734	1637.041	829.933	1012.34	2552.794	759.099	935.773
FBtr0082691	17	1	9	22	10	10
FBtr0306818	0	1	0	0	0	0
FBtr0088052	560.003	138.967	135.698	205.867	49.683	19.313
FBtr0310159	53.82	16.291	32.371	36.331	18.895	8.587
FBtr0088053	29.978	23.655	32.854	35.575	10.37	5.864
FBtr0088051	1382.505	558.355	727.858	1655.021	499.764	611.391
FBtr0310157	76.655	34.732	33.219	26.201	53.289	100.844
FBtr0079546	34898.673	15027.116	18744.576	34589.662	10886.323	18030.564
FBtr0345332	363.323	100.884	63.424	54.338	34.677	47.434
FBtr0070035	4	0	1	0	1	0
FBtr0070173	375.021	149	181	343	131	108
FBtr0301455	996.466	191.37	285.454	958.384	219.165	283.948
FBtr0111118	2175.188	261.943	193.179	1154.442	327.164	146.111
FBtr0111119	1302.604	194.653	178.997	822.535	235.586	174.779
FBtr0334994	1417.946	169.234	101.945	297.846	95.039	178.216
FBtr0301456	1546.98	258.08	325.095	1456.367	298.937	216.44
FBtr0301454	1611.215	277.72	222.33	1117.426	240.109	189.505
FBtr0085154	139.517	6.552	9.77	1592.803	49.946	18.092
FBtr0085155	2900.925	1315.362	1529.938	989.896	342.941	432.17
FBtr0085156	223.395	29.085	44.292	1670.187	905.129	986.738
FBtr0113100	168.824	230.97	156.301	145.073	113.916	117.981
FBtr0310422	787.567	182.142	266.489	438.909	135.703	82.276
FBtr0342871	856.284	173.706	188.793	458.931	129.068	206.15
FBtr0071629	2175.324	1155.182	1307.417	3594.08	1211.313	1282.594
FBtr0304876	0	0	0	0	0	0
FBtr0273401	36.02	5.843	15.571	20.74	11.82	5.694
FBtr0332868	9.98	6.157	0.429	6.26	0.18	3.306
FBtr0081407	0	0	0	0	0	0
FBtr0114460	39.923	15.356	13.085	23.873	12.466	4.162
FBtr0343322	23.1	1.923	3.207	10.798	0.741	4.933
FBtr0345899	18.453	5.081	7.738	8.4	5.726	3.478
FBtr0071040	769.448	287.996	334.055	481.802	173.533	249.589
FBtr0070913	34	36	23	36	17	13
FBtr0332570	26.49	13.909	16.313	31.291	17.822	10.719
FBtr0332571	27.474	10.981	14.143	29.963	13.663	14.365
FBtr0308918	3.004	0	1	0	0	0
FBtr0070830	2395	942	1140	2007	843	962
FBtr0086052	1	0	0	2	0	1
FBtr0333573	412.749	162.884	208.787	335.873	117.486	121.274
FBtr0075510	15.251	15.116	15.213	15.127	14.514	14.726
FBtr0346085	10.705	3.081	5.768	8.087	5.836	2.698
FBtr0073963	22.049	5.549	6.021	20.731	4.945	0.244
FBtr0340426	0.246	0.37	0.211	6.182	0.219	14.058
FBtr0330617	2983.12	530.543	631.93	2242.481	295.314	216.717
FBtr0075813	60.827	34.799	34.375	49.237	33.846	37.581
FBtr0075814	3205.492	1394.531	1524.15	3704.377	1276.736	1426.534
FBtr0330342	561.68	128.671	200.475	550.387	159.418	158.885
FBtr0079734	0	0	0	0	0	1
FBtr0072355	0	0	0	0	0	0
FBtr0345522	31.123	3.742	10.986	27.413	16.336	10.969
FBtr0070250	80.877	31.258	33.014	64.587	24.664	26.031
FBtr0070008	434.427	173.905	210.581	379.001	130.288	150.574
FBtr0087651	1	0	0	0	0	0
FBtr0333219	278.392	39.35	44.227	95.33	18.546	7.631
FBtr0301492	223.714	111.696	114.809	65.745	28.482	31.385
FBtr0084216	2082	639	630	1456	447	472
FBtr0073820	785	327	314	808	315	338
FBtr0110817	408	105	127	414	79	92
FBtr0085305	3	0	0	1	5	0
FBtr0078003	1	0	0	0	0	0
FBtr0306797	1	0	0	1	0	1
FBtr0306944	34.172	12.062	10.01	35.229	8	22.02
FBtr0073841	1690.4	595.825	666.143	1387.142	461.012	510.691
FBtr0081759	25.541	1.949	1.528	23.035	1.474	1.941
FBtr0081761	0.165	0	0.167	0.409	0	0.298
FBtr0339710	4.03	1	0.806	1.874	0	1.701
FBtr0330073	15.59	2.051	0.646	5.243	1.526	1.443
FBtr0081760	0.722	0	0.852	2.439	0	0.618
FBtr0346647	1.773	0.961	2.779	3.46	0.961	1.389
FBtr0273322	2.227	1.039	1.221	6.54	1.039	1.611
FBtr0340465	685.589	331.875	339.757	539.987	263.682	346.497
FBtr0070804	84.288	3.702	20.861	52.327	19.365	19.719
FBtr0340464	308.82	102.438	175.382	612.685	159.953	136.851
FBtr0075859	0	0	0	0	0	0
FBtr0074058	1078.947	395.052	465.239	1240.383	403.832	450.068
FBtr0074059	46.053	6.948	12.761	40.617	8.168	8.932
FBtr0078967	1527	613	747	1710	542	593
FBtr0083624	289	69	70	235	48	78
FBtr0347025	1.528	0	0	0	0	0
FBtr0302889	0.27	0	0	0	0	0
FBtr0072621	47.418	2.11	2.749	96.626	3.143	8.502
FBtr0072622	1914.016	1054.902	1071.406	2091.646	848.073	1055.665
FBtr0070611	3976.198	1714	2113	3785	1431	1811
FBtr0081541	38.984	9.938	9.937	37.962	11.261	9.939
FBtr0305969	67.016	11.062	11.063	64.038	12.739	11.061
FBtr0110787	0	0	0	0	0	0
FBtr0344026	484.921	188.918	257.491	185.706	110.758	138.375
FBtr0300045	0.134	0.149	0.143	0.15	0.148	0.163
FBtr0304667	432.04	58.833	76.749	158.352	29.314	48.356
FBtr0302201	1279.904	298.1	331.616	716.548	145.78	169.106
FBtr0082750	31.665	10.123	8.031	11.453	2.012	4.348
FBtr0329965	5438.675	2703.332	2988.135	6873.116	2413.943	2569.6
FBtr0329964	1334.276	141.221	106.702	453.514	86.057	79.4
FBtr0084526	1584	467	579	1175	265	370
FBtr0081972	45	6	8	23	19	4
FBtr0339174	1	0	0	0	0	0
FBtr0308916	26.157	1.569	3.751	13.452	1.689	3.002
FBtr0070674	2.856	0.431	1.249	0.563	2.311	0
FBtr0344359	1210.761	234.752	269.821	1127.383	245.172	201.616
FBtr0344358	62.516	30.619	13.915	115.605	9.998	17.831
FBtr0344361	10.169	8.405	6.156	8.222	6.084	8.134
FBtr0344362	1019.984	323.892	348.255	630.006	224.936	285.039
FBtr0344360	199.007	26.349	25.843	121.365	27.804	26.83
FBtr0091862	2.173	1.633	1.266	2.34	3.401	2.196
FBtr0073647	0	0	0.463	0.458	0	0
FBtr0346299	0	0	0.537	0.542	0	0
FBtr0088929	1	0	0	1	0	2
FBtr0074892	186.328	104	60.247	109.825	93.999	121.932
FBtr0074891	923.298	375.52	492.975	1252.594	351.001	405.728
FBtr0306139	1885.445	854.41	1002.477	1900.66	800.088	743.412
FBtr0080230	389.555	108.59	115.523	364.294	97.912	128.588
FBtr0084671	544	187	260	652	184	200
FBtr0087172	1756.092	571.184	762.144	1375.23	475.078	577.155
FBtr0087171	162.908	46.816	19.856	190.77	51.922	58.845
FBtr0339623	462.988	121.217	163.032	693.49	145.613	251.906
FBtr0077226	2089.662	506.953	573.935	2035.81	561.087	440.021
FBtr0339624	31.409	7.831	6.033	37.699	7.3	14.072
FBtr0112499	1	0	0	0	0	0
FBtr0080006	62.213	19.563	17	52.71	17	14
FBtr0084148	333.5	142.951	146.145	242.251	89.866	111.607
FBtr0086308	3390.637	1986.201	2128.889	3449.127	1281.648	1562.572
FBtr0086307	801.363	114.799	235.111	741.873	65.352	127.428
FBtr0075644	1	0	0	0	0	0
FBtr0340114	17.003	10.57	10.506	17.009	3.839	3.921
FBtr0074097	442.962	131.43	170.494	469.976	131.161	163.079
FBtr0071219	264.282	85.569	69.491	174.572	56.004	68.091
FBtr0343356	3359.659	590.724	574.999	3664.537	573.698	468.098
FBtr0071220	3825.446	3234.287	3454.078	3952.008	2685.298	2700.811
FBtr0074732	507.972	96.835	169.772	588.534	149.157	139.349
FBtr0074731	37945.411	20796.747	22425.846	38593.893	19013.573	26047.888
FBtr0308192	185.057	92.65	95.965	169.998	41.111	98.669
FBtr0344339	2239.761	114.768	0.417	14506.016	855.16	20.091
FBtr0087739	505.171	123.358	120.623	420.086	88	125.644
FBtr0087485	0	1	1	1	0	0
FBtr0344371	130.297	63.369	60.484	178.621	31.838	38.577
FBtr0344372	50	22.41	18.282	17.281	14.727	18.021
FBtr0310402	117.714	17.752	27.332	125.569	68.365	36.618
FBtr0339965	87.831	60.221	84.696	27.649	29.748	57.271
FBtr0087580	145.277	49.11	42.941	286.727	49.182	36.734
FBtr0083599	1	0	0	3	2	0
FBtr0086139	1	3	1	3	1	1
FBtr0308856	250.831	150.89	89.813	305.908	74.227	104.49
FBtr0308852	228.758	71.653	64.751	213.786	85.647	88.886
FBtr0308853	49.481	24.707	25.217	70.987	24.54	22.366
FBtr0308850	763.679	187.276	222.418	1077.148	190.23	227.205
FBtr0308858	268.742	90.281	82.65	156.849	82.36	96.28
FBtr0308854	30.417	10.143	9.418	22.44	11.268	11.039
FBtr0308855	944.006	487.668	734.765	1653.913	394.267	361.903
FBtr0308857	1101.468	231.356	278.295	663.344	362.693	201.997
FBtr0308851	176.679	124.448	66.247	154.713	71.07	82.821
FBtr0308849	160.629	61.511	57.28	129.858	75.734	68.66
FBtr0299929	2.302	2.704	0.386	0.308	3.434	0.706
FBtr0310326	11.621	9.353	10.041	31.424	5.121	3.591
FBtr0299930	1.083	2.006	1.574	2.505	3.448	8.703
FBtr0081090	422.746	208.718	261.713	392.768	197.427	250.945
FBtr0081089	55230.948	32006.289	34614.601	76317.59	27413.171	37881.942
FBtr0331455	38.845	6.774	2.158	12.813	1.823	6.624
FBtr0346591	8.343	1.52	1.506	10.637	3.808	6.18
FBtr0081091	307.005	58.699	88.022	264.192	55.77	86.309
FBtr0076174	687.282	231.182	281.985	467.59	203.557	215.016
FBtr0076175	59.718	4.818	3.015	170.41	2.443	8.984
FBtr0333678	34.03	6.382	5.216	24.596	9.659	6.532
FBtr0089141	32.576	6.664	7.784	38.519	10.341	11.075
FBtr0332973	766.846	680.903	764.562	1160.514	632.47	654.769
FBtr0078014	171.265	64.792	32.511	135.453	54.073	53.475
FBtr0078013	1638.961	280.504	278.256	1782.731	344.692	341.843
FBtr0078015	128.928	84.802	52.671	105.272	75.765	46.912
FBtr0302405	0.679	0.331	0.164	0.692	0.164	0.164
FBtr0084767	0.622	0.342	0.179	2.558	0.179	0.179
FBtr0302406	0.679	0.331	0.163	0.692	0.163	0.164
FBtr0084768	0.661	0.334	0.167	0.673	0.167	0.167
FBtr0113284	0.669	0.333	0.165	0.682	0.165	0.166
FBtr0302404	0.69	0.33	0.161	0.704	0.161	0.161
FBtr0071092	1143.696	1120.605	1241.928	2531.845	1166.805	1161.107
FBtr0340148	3405.945	557.386	612.072	2798.909	477.354	602.893
FBtr0331432	444.24	100.094	148.581	263.312	58.149	122.876
FBtr0070921	573.887	314.081	292.676	629.356	175.962	222.306
FBtr0331430	60.316	76.297	117.145	120.399	98.738	104.637
FBtr0331431	155.235	28.528	21.598	88.933	30.151	20.181
FBtr0346719	1.002	0	0	2	1	0
FBtr0083968	3	0	0	0	0	0
FBtr0083744	38	12	23	33	18	19
FBtr0299615	1043.691	637.752	716.793	785.741	435.457	411.782
FBtr0299614	278.964	63.248	61.207	313.259	63.543	84.218
FBtr0072597	17528.678	9358.076	9872.841	17043.588	8091.305	8763.812
FBtr0331404	6551.322	2344.924	2816.159	6066.412	1946.695	2114.188
FBtr0083172	842	301	362	1054	293	388
FBtr0076272	467.874	173.439	204.473	445.311	106.029	134.676
FBtr0076271	30.126	22.561	22.527	37.689	21.971	37.324
FBtr0073004	4233.613	1371	1550	3571	1127	1209
FBtr0077720	126.351	36.765	35.503	70.099	32.999	35.353
FBtr0335151	22.085	15.773	15.484	19.415	15.023	15.531
FBtr0077721	1149.564	478.462	474.013	831.232	263.006	263.117
FBtr0079369	3226.193	1459	1625.506	3284.606	1371	1487.53
FBtr0083185	0	0	0	0	0	0
FBtr0083186	0	0	0	0	0	0
FBtr0085512	1.02	0	0	0	0	0
FBtr0078193	61.437	20.352	16.507	44.974	27.1	23.335
FBtr0333479	364.401	111.403	58.213	174.398	55.753	94.946
FBtr0114517	703.839	96.226	134.104	1162.712	144.443	63.462
FBtr0333478	1636.62	874.127	1013.018	1301.284	758.595	1033.494
FBtr0078192	40.88	44.416	150.958	23.856	25.109	35.551
FBtr0334166	90.885	58.732	25.721	57.694	23.278	30.015
FBtr0306598	112.279	57.185	68.723	68.465	60.498	33.637
FBtr0081211	34.987	18.199	32.317	213.722	139.884	102.3
FBtr0081210	5569.356	2137.606	2345.463	5000.729	1401.336	1708.518
FBtr0100449	114.746	40.211	25.604	435.531	92.449	61.947
FBtr0081213	61.147	48.534	73.462	298.014	103.838	93.587
FBtr0334167	86.428	21.231	56.937	39.436	34.37	63.011
FBtr0081214	873.151	389.346	416.098	932.829	285.128	260.878
FBtr0081212	155.41	95.344	299.928	339.703	196.012	99.662
FBtr0332439	12.352	9.461	6.402	14.45	6.351	6.482
FBtr0083229	113.301	133.815	101.11	141.494	95.594	81.301
FBtr0110973	62.397	25.33	29.689	31.783	34.632	26.287
FBtr0083231	871.835	241.965	321.46	716.448	205.499	181.954
FBtr0303845	127.692	12.138	44.695	162.093	21.163	15.433
FBtr0110974	792.382	387.544	462.196	931.774	447.812	370.266
FBtr0083232	85.392	61.692	26.364	36.466	37.976	59.983
FBtr0083233	11.649	9.054	9.084	13.492	8.974	6.294
FBtr0305562	0	0	0	0	0	0
FBtr0080790	0	0	0	0	0	0
FBtr0087437	57.345	15.058	14.876	30.025	7	9.258
FBtr0300812	4.573	1.558	2.305	2.161	1.477	0.81
FBtr0339377	2.455	1.596	2.235	1.53	3.141	1.378
FBtr0082399	4.354	1.913	2.255	2.118	2.129	1.122
FBtr0082400	5.486	1.608	1.352	3.533	1.905	0.631
FBtr0082401	3.633	1.919	2.263	2.125	2.136	1.124
FBtr0306100	2.642	1.182	2.382	1.59	1.834	0.934
FBtr0306101	3.818	1.566	2.326	2.181	1.485	0.812
FBtr0308210	4.62	1.562	2.315	2.17	1.481	0.811
FBtr0078686	1161.474	893.312	979.994	2859.949	901.021	801.391
FBtr0078687	606.948	408.518	359.882	778.487	378.594	461.705
FBtr0344265	2930.579	661.172	585.123	1696.564	629.384	561.903
FBtr0080469	7191	3198	3622	7127	2859	3201
FBtr0330186	1950.914	566.436	662.18	4342.507	1234.147	1067.805
FBtr0075794	19.243	6.742	13.919	18.58	12.466	9.792
FBtr0075796	14.225	8.812	5.163	5.057	5.312	8.019
FBtr0075795	15.221	7.011	5.738	10.922	5.075	10.385
FBtr0079985	231	55	58	283	63	61
FBtr0086909	65	20	18	52	8	13
FBtr0307297	0.031	0	2.371	0.139	0.216	0.069
FBtr0344383	3632.839	472.189	498.576	3917.519	674.697	654.612
FBtr0100008	2127.518	1558.968	1801.604	4955.839	2129.971	1829.603
FBtr0086963	8	3	4	20	5	5
FBtr0074192	63	20	15	43	16	12
FBtr0343735	9192.528	3621.755	3792.011	8930.342	3193.958	3589.854
FBtr0080738	1135.472	164.245	189.989	952.657	177.042	105.146
FBtr0308228	498.308	145.867	206.016	656.628	280.166	233.487
FBtr0070968	447.555	289.232	236.055	361.639	293.195	230.344
FBtr0070964	3960.1	1510.89	1571.516	4062.173	1114.05	1111.765
FBtr0070966	2878.551	579.874	578.481	1376.151	427.167	359.219
FBtr0070965	593.052	260.899	255.14	996.834	269.055	245.016
FBtr0112956	70.99	86.29	58.893	120.487	63.953	53.764
FBtr0070967	416.61	191.948	266.899	499.799	205.415	159.405
FBtr0340214	193.517	60.784	60.889	88.489	85.767	162.248
FBtr0086962	2922.172	1160.857	1276.111	3082.115	1032.074	1011.752
FBtr0077090	192.971	73	86	253	69	87
FBtr0303508	5	2.007	3	7	1	2
FBtr0113276	17.443	15.875	8.876	46.119	10.656	22.531
FBtr0113275	268.631	96.794	125.546	256.506	96.438	75.25
FBtr0330370	167.182	32.454	41.805	240.457	51.916	76.097
FBtr0113277	117.745	25.876	40.773	113.918	42.99	26.122
FBtr0088191	1	0	0	0	1	0
FBtr0337104	17.452	18.818	9.933	21.124	9.637	13.937
FBtr0337103	24.659	17.276	11.84	27.588	11.767	14.212
FBtr0337105	197.407	57.89	43.138	202.787	47.913	64.136
FBtr0337107	235.378	60.43	38.06	157.466	35.251	48.335
FBtr0337106	153.435	176.139	204.009	297.986	189.43	214.11
FBtr0305995	297.668	63.708	115.06	351.049	124.005	76.088
FBtr0081823	19.004	6.069	1	18.188	1.106	6.257
FBtr0086121	75.426	9.276	9.203	36.02	13.459	9.299
FBtr0306112	43.747	12.054	15.89	60.536	15.148	21.676
FBtr0086120	168.841	61.67	67.906	286.614	65.903	59.269
FBtr0305502	12.422	20.524	12.633	20.17	12.66	12.761
FBtr0078323	4793.8	1927.337	2476.367	5444.517	1815.34	2134.239
FBtr0333885	68.355	17.929	12.943	159.29	11.967	11.767
FBtr0076489	1531.728	326.849	449.504	1410.866	374.492	349.49
FBtr0076488	412.698	268.399	299.912	435.597	255.151	391.446
FBtr0076492	169.06	52.074	30.311	122.667	45.507	53.505
FBtr0076490	187.397	29.201	56.648	112.885	38.461	11.751
FBtr0076493	691.069	94.387	123.969	529.749	57.044	74.059
FBtr0076491	1535.14	555.948	454.322	2322.634	331.066	622.035
FBtr0076487	795.438	337.61	630.122	1757.652	458.225	310.682
FBtr0333884	51.116	19.494	12.269	19.661	14.086	8.263
FBtr0077876	214.736	64	58	140.978	36	61
FBtr0080517	0	0	0	1.524	0	0
FBtr0080518	0	0	0	1.476	0	0
FBtr0089870	859.208	264.274	314.045	579.145	197.866	249.622
FBtr0089869	143.166	35.128	44.989	157.715	23.695	30.564
FBtr0305177	19.626	0.598	0.966	9.14	0.439	2.814
FBtr0112388	204.27	77.255	73	293	57	83
FBtr0344450	0	1	0	1	0	0
FBtr0070072	0	0	0	2	0	0
FBtr0299876	110.937	38.916	29.101	82.361	13.06	30.914
FBtr0078549	0.063	0.084	1.899	3.639	1.94	0.086
FBtr0077221	215.781	54.402	29.109	128.491	41.693	54.608
FBtr0343853	3719.219	1495.598	1834.891	3774.509	1488.307	1830.392
FBtr0084339	3.566	0.004	0.028	4.091	0.506	0.029
FBtr0310110	3.598	0.004	0.028	4.134	0.506	0.029
FBtr0070231	109	58	82	127	37	56
FBtr0345922	6.181	0	0	5.176	0.002	3.209
FBtr0077279	1.309	0	0	4.343	0	1.081
FBtr0304593	0.873	0	0	2.481	0	1.141
FBtr0083089	496.723	206	192.417	338.369	107	153
FBtr0305269	0.499	0.925	0.945	0.507	0.215	1.131
FBtr0112496	10.501	6.075	2.055	8.493	11.785	1.869
FBtr0078820	5	4	5	12	1	2
FBtr0086973	1	0	0	2	0	0
FBtr0300668	1	0	0	0	1	0
FBtr0088162	0	0	0	0	0	0
FBtr0332555	0.496	1	0	1.49	1	2.168
FBtr0079167	0.504	0	0	2.51	0	0.832
FBtr0299789	6212.052	2554	3035	6141.073	2361.372	2164
FBtr0302986	0	0	1	0	0	0
FBtr0300776	2605	740	921	3365	700	876
FBtr0079936	1.024	0	1	2.513	0	1.07
FBtr0077539	14	2	5	16	2	6
FBtr0078388	3193.845	1520.432	1839.526	2361.277	1496.972	1436.646
FBtr0332717	1741.155	739.568	568.474	2684.723	526.028	702.354
FBtr0302267	58.986	18.231	9.018	74.223	14.751	15.904
FBtr0085993	2617.39	453.834	388.978	3133.025	429.868	383.969
FBtr0336519	219.623	618.379	825.246	438.908	785.528	638.721
FBtr0346718	503.878	120.426	125.942	267.587	108.009	131.699
FBtr0085992	2282.084	1086.36	1131.835	2246.48	888.596	838.611
FBtr0076991	0	0	0	0	0	0
FBtr0305896	0	0	0	0	0	0
FBtr0344826	94.817	19.921	26.685	71.445	24.293	19.167
FBtr0339692	10.676	1.837	4.434	22.362	3.484	1.985
FBtr0074062	12.761	4.189	3.598	10.352	2.965	7.014
FBtr0309970	4.228	4	1	8	1	1
FBtr0077685	3602	1368	1509	3576	1234	1387
FBtr0070207	185	61	91	363	101	114
FBtr0306279	1	0	1	1	1	0
FBtr0336996	578.014	230.217	250.476	872.962	334.031	271.856
FBtr0088909	283.265	114.783	90.524	273.038	106.969	96.144
FBtr0075170	352	152	166	398	122	184
FBtr0078821	1280	392	493	935	288	407
FBtr0301692	24.108	8.454	11.697	29.533	10.805	12.376
FBtr0344552	23.929	9.115	12.482	29.264	10.77	12.33
FBtr0301693	22.574	10.355	13.422	29.903	9.758	11.017
FBtr0344553	23.979	9.122	12.496	29.34	10.779	12.343
FBtr0301694	1.073	0.099	0	0.047	0	0
FBtr0085170	0	0	0	0	0	0
FBtr0304964	2657.487	243.104	208.391	2637.934	134.451	117.983
FBtr0088002	1449.467	1539.831	1764.964	1249.145	791.711	1432.648
FBtr0088001	15370.461	4520.67	5612.462	14399.087	4116.709	3427.601
FBtr0345018	7850.064	765.876	811.502	7476.537	691.855	1385.148
FBtr0304963	81.938	26.519	26.681	87.359	26.286	23.62
FBtr0347108	44.124	15.998	14.576	27.787	8.847	16.252
FBtr0080473	1772.355	733	762	1875	656	747
FBtr0081455	1	0	0	1	0	0
FBtr0080108	0	0	0	0	1	0
FBtr0084698	4.115	1	1	1	3.03	4.113
FBtr0083438	0	0	0	0	0	0
FBtr0077420	14	2	4	6	6	3
FBtr0085689	1	0	0	1	0	0
FBtr0300551	1.178	0.501	0.548	1.696	0.003	1.887
FBtr0075908	1.175	0.501	0.547	1.688	0.003	1.877
FBtr0074978	10	3	4	3	2	4
FBtr0300308	0	0	0	0	0	0
FBtr0077153	0	1	0	0	0	0
FBtr0080877	3.031	1.178	1.172	3.055	1.514	0.336
FBtr0100400	3.033	1.179	1.173	3.058	1.514	0.336
FBtr0080875	3.023	1.177	1.171	3.047	1.512	0.336
FBtr0080878	3.021	1.177	1.171	3.045	1.512	0.336
FBtr0100399	3.023	1.177	1.171	3.047	1.512	0.336
FBtr0080876	3.013	1.176	1.17	3.037	1.51	0.336
FBtr0077917	4	3	2	7	2	2
FBtr0074665	2	0	0	0	0	1
FBtr0335149	4836.741	603.702	613.606	975.737	601.716	581.271
FBtr0081393	3344.359	2056.298	2222.394	5596.263	1755.284	1979.729
FBtr0086551	649	137	121	424	119	192
FBtr0331566	313.666	65.246	35.077	116.846	44.204	77.305
FBtr0078214	1285.622	580.754	685.923	1696.154	551.873	557.695
FBtr0302328	415.798	137	128	364	127	132
FBtr0088027	4	1	1	4	0	3
FBtr0307488	4218.05	2769.124	2272.582	4649.586	2702.433	1881.121
FBtr0071461	12131.255	5768.099	6386.096	15215.031	5322.512	4880.402
FBtr0332953	459.597	125.447	118.008	550.819	138.21	110.532
FBtr0071460	6179.988	2441.931	2483.433	3747.141	2246.002	1779.742
FBtr0302029	22.647	6.325	8.699	25.439	2.128	1.002
FBtr0342607	265.334	92.341	115.708	29.475	16.007	15.475
FBtr0305265	4.019	7.335	4.593	6.086	0.865	1.523
FBtr0078597	4	0	1.013	3	0.005	2
FBtr0070178	385.558	102.352	103.118	430.031	127.704	120.537
FBtr0070176	626.581	369.31	445.466	777.169	434.031	395.618
FBtr0305652	205.699	52.259	37.42	141.1	53.569	43.256
FBtr0336687	278.198	35.004	52.286	356.146	54.22	39.265
FBtr0305651	130.367	73.763	124.247	255.084	83.809	93.444
FBtr0302884	41.451	16.099	19.193	19.954	21.897	19.527
FBtr0070177	127.951	99.536	69.271	387.515	70.771	101.354
FBtr0082136	51824.351	11540.121	12050.934	67713.426	11047.081	13422.895
FBtr0334681	1865.402	465.879	458.066	1324.298	392.915	459.105
FBtr0343558	2.091	1.491	0.916	3.953	3.136	1.158
FBtr0343560	32.577	47.431	67.364	57.802	29.113	36.303
FBtr0343557	50.939	26.818	26.426	57.056	23.528	23.299
FBtr0343555	117.097	20.838	27.395	97.16	15.539	15.253
FBtr0343559	6.488	3.9	3.224	9.284	6.488	3.76
FBtr0343556	109.755	21.422	24.734	110.631	21.509	25.21
FBtr0084281	1	0	0	1	0	1
FBtr0346284	1	0	0	1	0	0
FBtr0078480	374.281	165.21	198.29	339.698	105.318	145.669
FBtr0334111	68.719	6.79	24.71	24.302	15.682	11.331
FBtr0087561	401.518	160	204	467	141	171
FBtr0110982	8.747	3.215	3.229	10.5	4.004	0
FBtr0331445	30.729	3.762	5.64	7.023	5.794	3.276
FBtr0331444	103.662	36.726	40.755	131.724	45.846	36.23
FBtr0080855	17.736	4.333	6.126	7.095	4.405	4.339
FBtr0331446	14.873	12.179	12.479	26.158	12.955	12.155
FBtr0074925	1	3	5	5	4	5
FBtr0331631	30.337	4.678	18.021	11.319	3.674	16.867
FBtr0079878	81.663	29.322	21.979	78.681	23.326	20.133
FBtr0080848	700.175	184.396	305.056	611.521	148.503	261.569
FBtr0337082	105.76	15.262	12.49	143.809	15.711	15.987
FBtr0080849	712.065	155.342	126.454	513.669	156.787	134.444
FBtr0073231	10	0	4	6	1	0
FBtr0070007	1054.045	412	435	1120	352	401.701
FBtr0076456	454.036	124.387	155.549	281.274	124.125	141.892
FBtr0110863	1316.174	508.038	518.106	1742.009	403.192	504.015
FBtr0079872	4457.83	1541.792	1802.23	3854.5	1236.228	1533.651
FBtr0342837	146.155	73.208	87.77	101.5	27.772	58.267
FBtr0303932	1.107	0	0	0	0	0
FBtr0074591	0	0	0	1	0	0
FBtr0082317	0	0	0	0	0	0
